ClienteID,Edad,Genero,Antiguedad_meses,Uso_mensual_GB,Plan,Soporte_contactado,Pago_puntual,Churn
2466,49.0,Masculino,42,4.79,Estándar,4.0,1,1
2467,19.0,Femenino,49,3.36,Estándar,,1,0
2468,54.0,Masculino,3,1.75,Estándar,1.0,0,1
2469,44.0,Femenino,23,0.06,Básico,8.0,1,0
2470,37.0,Masculino,21,4.72,Premium,6.0,1,0
2471,39.0,Masculino,22,4.31,Estándar,3.0,1,0
2472,43.0,Femenino,45,3.64,Premium,9.0,1,1
2473,37.0,Femenino,8,3.86,Básico,,1,1
2474,36.0,Masculino,20,9.27,Premium,1.0,1,1
2475,28.0,Masculino,14,,Estándar,2.0,1,0
2476,46.0,Masculino,30,4.0,Estándar,5.0,1,1
2477,38.0,Masculino,52,5.7,Básico,0.0,1,0
2478,,Femenino,8,1.18,Estándar,4.0,1,1
2479,41.0,Femenino,19,12.94,Básico,9.0,1,0
2480,41.0,Masculino,45,6.68,Estándar,2.0,1,0
2481,46.0,Femenino,38,0.27,Estándar,6.0,1,0
2482,40.0,Femenino,36,10.02,Básico,6.0,0,0
2483,47.0,Masculino,6,13.29,Estándar,9.0,1,0
2484,37.0,Masculino,52,7.89,Básico,4.0,1,0
2485,38.0,Masculino,34,2.78,Estándar,8.0,1,0
2486,43.0,Femenino,10,25.9,Estándar,9.0,0,1
2487,45.0,Femenino,31,0.66,Básico,7.0,1,1
2488,55.0,Masculino,11,3.85,Estándar,8.0,1,0
2489,53.0,Masculino,43,0.93,Estándar,5.0,1,0
2490,39.0,Masculino,35,2.89,Premium,7.0,1,0
2491,23.0,Femenino,11,13.12,Básico,9.0,0,0
2492,48.0,Masculino,40,7.91,Estándar,,1,0
2493,46.0,Femenino,32,7.62,Básico,4.0,1,0
2494,43.0,Femenino,49,2.18,Premium,7.0,1,0
2495,49.0,Femenino,59,13.61,Estándar,1.0,1,0
2496,36.0,Masculino,26,2.3,Estándar,1.0,1,1
2497,21.0,Femenino,22,,Básico,2.0,0,1
2498,30.0,Femenino,57,5.08,Premium,1.0,1,1
2499,5.0,Femenino,1,2.25,Premium,3.0,1,1
2500,45.0,Masculino,48,0.83,Básico,3.0,1,0
2501,39.0,Masculino,29,13.64,Estándar,0.0,1,0
2502,50.0,Femenino,52,5.07,Premium,5.0,1,0
2503,49.0,Femenino,39,14.11,Básico,6.0,1,0
2504,34.0,Femenino,22,4.37,Estándar,6.0,1,0
2505,30.0,Femenino,54,0.33,Estándar,4.0,1,1
2506,31.0,Femenino,32,0.15,Estándar,,1,0
2507,63.0,Masculino,25,11.54,Estándar,1.0,1,1
2508,38.0,Femenino,40,0.2,Básico,4.0,1,0
2509,37.0,Masculino,45,4.77,Estándar,3.0,1,0
2510,,Masculino,29,1.77,Premium,,1,0
2511,21.0,Femenino,37,5.82,Premium,9.0,1,1
2512,35.0,Femenino,32,1.68,Estándar,0.0,1,0
2513,30.0,Femenino,59,0.19,Básico,6.0,1,0
2514,27.0,Masculino,30,6.56,Estándar,4.0,1,0
2515,37.0,Femenino,59,1.86,Básico,9.0,1,0
2516,41.0,Masculino,18,4.0,Estándar,4.0,1,1
2517,25.0,Femenino,44,7.43,Estándar,0.0,0,0
2518,36.0,Femenino,48,6.07,Básico,8.0,1,0
2519,41.0,Masculino,3,2.14,Básico,6.0,1,0
2520,45.0,Femenino,12,6.89,Premium,1.0,1,1
2521,37.0,Masculino,58,13.0,Premium,4.0,1,0
2522,44.0,Femenino,51,4.71,Básico,7.0,1,0
2523,36.0,Masculino,20,6.08,Básico,6.0,1,0
2524,55.0,Masculino,50,10.05,Básico,1.0,1,1
2525,47.0,Femenino,8,9.28,Básico,6.0,0,0
2526,32.0,Femenino,31,2.17,Premium,5.0,1,1
2527,34.0,Femenino,24,23.96,Estándar,7.0,1,0
2528,45.0,Masculino,13,0.14,Premium,8.0,1,0
2529,34.0,Femenino,8,,Estándar,6.0,1,0
2530,17.0,Femenino,42,1.41,Básico,,1,0
2531,44.0,Femenino,14,2.9,Estándar,9.0,1,0
2532,,Masculino,15,10.76,Estándar,6.0,1,0
2533,,Masculino,21,1.4,Estándar,,1,0
2534,40.0,Masculino,15,1.27,Básico,0.0,1,1
2535,48.0,Femenino,26,5.15,Básico,4.0,1,0
2536,70.0,Masculino,38,6.11,Estándar,9.0,1,0
2537,55.0,Masculino,46,0.04,Básico,4.0,1,0
2538,36.0,Femenino,38,2.99,Premium,,1,1
2539,45.0,Femenino,55,3.36,Estándar,0.0,1,0
2540,41.0,Femenino,33,,Básico,6.0,1,0
2541,43.0,Femenino,10,,Estándar,7.0,0,0
2542,21.0,Masculino,19,0.84,Estándar,4.0,1,1
2543,,Masculino,11,1.95,Básico,3.0,1,0
2544,12.0,Masculino,3,6.25,Básico,8.0,1,0
2545,40.0,Masculino,59,10.35,Básico,2.0,1,0
2546,19.0,Femenino,23,4.45,Básico,2.0,1,0
2547,32.0,Masculino,6,0.39,Estándar,3.0,1,0
2548,43.0,Femenino,41,5.68,Estándar,6.0,1,0
2549,50.0,Femenino,57,11.39,Básico,1.0,1,1
2550,52.0,Masculino,41,49.853536842105264,Estándar,7.0,1,0
2551,38.0,Femenino,29,3.4,Premium,1.0,1,0
2552,52.0,Femenino,4,23.79,Estándar,3.0,1,0
2553,39.0,Femenino,3,5.06,Estándar,1.0,1,0
2554,31.0,Femenino,20,8.2,Básico,8.0,1,0
2555,44.0,Femenino,51,5.2,Básico,3.0,1,0
2556,29.0,Masculino,55,1.25,Básico,,1,0
2557,38.0,Femenino,43,1.67,Estándar,,1,1
2558,34.0,Masculino,51,5.48,Estándar,1.0,1,0
2559,21.0,Femenino,49,3.04,Premium,3.0,1,0
2560,44.0,Femenino,8,2.59,Estándar,5.0,1,1
2561,,Masculino,6,0.11,Básico,0.0,1,0
2562,54.0,Masculino,5,10.79,Estándar,0.0,0,0
2563,18.0,Femenino,8,10.79,Básico,6.0,0,1
2564,31.0,Masculino,59,3.09,Premium,5.0,1,1
2565,54.0,Masculino,8,6.03,Básico,3.0,1,0
2566,46.0,Masculino,35,0.98,Básico,4.0,0,0
2567,49.0,Femenino,19,3.5,Básico,4.0,1,0
2568,57.0,Masculino,48,2.89,Premium,8.0,1,0
2569,31.0,Masculino,10,5.34,Estándar,4.0,1,1
2570,30.0,Masculino,55,,Básico,1.0,1,0
2571,50.0,Femenino,35,3.45,Básico,6.0,1,0
2572,48.0,Masculino,9,1.75,Básico,9.0,1,0
2573,,Masculino,8,,Básico,,1,0
2574,38.0,Femenino,8,12.45,Básico,,1,0
2575,28.0,Masculino,57,0.06,Estándar,7.0,1,0
2576,59.0,Femenino,8,1.65,Estándar,9.0,1,0
2577,64.0,Femenino,20,2.97,Premium,2.0,0,0
2578,53.0,Femenino,7,1.92,Básico,8.0,1,1
2579,48.0,Masculino,46,,Premium,6.0,1,0
2580,47.0,Masculino,22,3.1,Básico,9.0,1,0
2581,44.0,Femenino,17,1.48,Básico,3.0,1,1
2582,19.0,Masculino,44,0.46,Básico,9.0,1,0
2583,34.0,Masculino,5,0.74,Premium,6.0,1,1
2584,,Femenino,34,,Premium,2.0,1,1
2585,30.0,Masculino,25,9.35,Premium,9.0,1,1
2586,42.0,Masculino,47,0.53,Básico,6.0,1,1
2587,54.0,Masculino,43,5.65,Premium,2.0,0,1
2588,54.0,Masculino,15,7.85,Estándar,1.0,1,0
2589,51.0,Femenino,31,1.62,Básico,0.0,1,0
2590,43.0,Masculino,45,5.52,Básico,,1,1
2591,50.0,Femenino,19,5.8,Estándar,2.0,0,0
2592,37.0,Femenino,44,6.15,Premium,9.0,1,0
2593,60.0,Femenino,31,11.07,Premium,1.0,0,0
2594,21.0,Masculino,47,2.54,Estándar,2.0,1,1
2595,41.0,Femenino,12,1.4,Estándar,7.0,1,0
2596,34.0,Masculino,23,3.92,Estándar,2.0,0,1
2597,48.0,Femenino,50,0.32,Estándar,3.0,1,1
2598,36.0,Masculino,23,2.03,Básico,1.0,1,0
2599,,Femenino,36,10.74,Estándar,7.0,1,0
2600,51.0,Femenino,11,3.8,Básico,5.0,1,1
2601,28.0,Femenino,22,2.87,Básico,8.0,1,0
2602,,Femenino,47,,Básico,,1,1
2603,26.0,Femenino,57,1.44,Estándar,3.0,0,1
2604,47.0,Femenino,56,1.35,Básico,7.0,1,0
2605,37.0,Femenino,57,8.84,Premium,0.0,1,0
2606,33.0,Femenino,30,21.01,Estándar,8.0,1,0
2607,31.0,Femenino,5,3.83,Premium,4.0,1,0
2608,50.0,Masculino,37,0.42,Básico,3.0,1,0
2609,36.0,Masculino,20,6.95,Estándar,4.0,1,1
2610,35.0,Masculino,57,10.48,Premium,0.0,1,0
2611,52.0,Femenino,10,13.38,Básico,1.0,1,1
2612,59.0,Masculino,56,4.95,Básico,1.0,0,0
2613,27.0,Femenino,22,3.54,Estándar,8.0,1,0
2614,54.0,Masculino,42,4.84,Básico,5.0,1,0
2615,39.0,Masculino,30,,Básico,,0,0
2616,51.0,Femenino,30,5.33,Premium,3.0,1,0
2617,48.0,Masculino,22,6.18,Estándar,0.0,1,0
2618,40.0,Femenino,38,6.4,Básico,6.0,1,1
2619,41.0,Masculino,38,4.14,Básico,6.0,1,0
2620,,Masculino,55,6.02,Básico,7.0,0,0
2621,27.0,Masculino,38,5.09,Básico,0.0,1,0
2622,26.0,Femenino,56,0.61,Básico,8.0,0,0
2623,65.0,Masculino,7,11.43,Básico,1.0,0,1
2624,54.0,Femenino,50,,Básico,0.0,1,0
2625,52.0,Masculino,58,6.51,Premium,0.0,1,0
2626,38.0,Masculino,36,2.1,Estándar,7.0,1,0
2627,20.0,Femenino,14,12.58,Básico,2.0,0,0
2628,34.0,Femenino,11,3.49,Estándar,5.0,1,0
2629,45.0,Masculino,7,5.68,Básico,,1,1
2630,54.0,Masculino,32,15.2,Estándar,1.0,1,0
2631,45.0,Femenino,18,12.39,Estándar,1.0,1,0
2632,45.0,Femenino,52,5.18,Premium,0.0,1,1
2633,38.0,Masculino,34,0.91,Básico,8.0,1,1
2634,48.0,Femenino,2,15.04,Básico,0.0,1,0
2635,29.0,Masculino,7,20.72,Básico,5.0,1,1
2636,41.0,Femenino,43,0.55,Básico,8.0,1,1
2637,37.0,Femenino,31,2.99,Premium,5.0,1,0
2638,57.0,Masculino,18,3.97,Estándar,5.0,1,0
2639,6.0,Masculino,20,0.48,Premium,3.0,1,0
2640,38.0,Masculino,7,1.05,Básico,4.0,1,1
2641,43.0,Masculino,22,3.86,Premium,0.0,1,1
2642,18.0,Femenino,52,,Básico,2.0,1,0
2643,49.0,Femenino,57,0.14,Premium,5.0,1,0
2644,38.0,Femenino,37,12.18,Básico,1.0,0,0
2645,,Femenino,34,11.44,Estándar,0.0,1,0
2646,52.0,Femenino,46,9.73,Básico,0.0,0,0
2647,31.0,Masculino,39,2.37,Básico,0.0,1,1
2648,50.0,Masculino,42,3.37,Estándar,9.0,1,1
2649,42.0,Femenino,50,2.58,Premium,9.0,0,1
2650,35.0,Femenino,40,,Estándar,0.0,1,1
2651,28.0,Masculino,55,3.68,Básico,5.0,1,0
2652,31.0,Femenino,16,0.42,Básico,9.0,1,0
2653,51.0,Masculino,14,1.6,Básico,3.0,1,0
2654,54.0,Femenino,41,3.1,Premium,3.0,1,0
2655,48.0,Femenino,32,15.35,Básico,3.0,1,1
2656,40.0,Femenino,38,4.21,Premium,7.0,1,0
2657,48.0,Masculino,39,,Estándar,6.0,1,0
2658,44.0,Masculino,26,0.46,Estándar,4.0,1,0
2659,33.0,Femenino,30,10.49,Premium,6.0,0,0
2660,29.0,Femenino,41,3.87,Estándar,7.0,1,1
2661,,Masculino,39,12.71,Básico,9.0,1,0
2662,32.0,Masculino,9,2.95,Básico,7.0,1,0
2663,42.0,Femenino,32,5.75,Básico,6.0,1,0
2664,59.0,Masculino,56,3.18,Básico,6.0,1,0
2665,43.0,Femenino,53,0.77,Básico,8.0,1,0
2666,58.0,Femenino,7,1.59,Estándar,4.0,0,1
2667,40.0,Femenino,12,0.35,Básico,7.0,0,0
2668,38.0,Masculino,23,2.9,Premium,1.0,1,0
2669,22.0,Masculino,17,5.24,Estándar,7.0,0,0
2670,48.0,Femenino,52,1.4,Premium,0.0,1,0
2671,,Femenino,21,3.37,Básico,8.0,0,1
2672,30.0,Femenino,12,3.07,Estándar,0.0,1,0
2673,28.0,Femenino,22,3.81,Premium,7.0,1,0
2674,44.0,Masculino,23,1.02,Básico,2.0,1,1
2675,33.0,Femenino,5,3.82,Premium,3.0,1,0
2676,60.0,Masculino,18,2.26,Básico,9.0,1,0
2677,53.0,Femenino,37,1.68,Básico,6.0,1,0
2678,34.0,Femenino,37,4.41,Básico,9.0,1,0
2679,12.0,Masculino,7,0.8,Básico,2.0,1,0
2680,41.0,Masculino,3,11.55,Premium,8.0,1,0
2681,36.0,Masculino,1,13.66,Básico,2.0,0,0
2682,51.0,Masculino,6,,Estándar,7.0,1,0
2683,,Masculino,7,1.81,Estándar,7.0,1,0
2684,54.0,Masculino,27,49.853536842105264,Estándar,2.0,0,1
2685,46.0,Femenino,58,4.6,Básico,2.0,1,0
2686,25.0,Masculino,31,2.48,Estándar,9.0,1,0
2687,31.0,Femenino,8,1.69,Básico,4.0,1,0
2688,35.0,Masculino,14,0.92,Estándar,7.0,0,0
2689,38.0,Masculino,55,,Premium,5.0,1,0
2690,37.0,Masculino,15,5.29,Básico,4.0,1,1
2691,49.0,Femenino,7,10.85,Básico,4.0,1,0
2692,46.0,Femenino,7,2.43,Estándar,5.0,1,0
2693,35.0,Masculino,33,0.65,Básico,7.0,0,1
2694,48.0,Masculino,41,49.853536842105264,Básico,5.0,1,0
2695,26.0,Femenino,57,2.6,Básico,6.0,1,1
2696,48.0,Masculino,7,1.32,Básico,8.0,1,1
2697,50.0,Femenino,57,1.95,Básico,6.0,1,0
2698,43.0,Masculino,59,1.38,Básico,8.0,1,0
2699,46.0,Femenino,20,5.46,Estándar,9.0,1,0
2700,48.0,Femenino,7,5.09,Estándar,0.0,0,0
2701,53.0,Masculino,50,12.17,Premium,2.0,1,0
2702,49.0,Masculino,14,6.02,Estándar,5.0,0,0
2703,54.0,Femenino,54,0.9,Básico,2.0,1,0
2704,21.0,Masculino,15,6.96,Básico,1.0,1,1
2705,42.0,Masculino,18,1.0,Estándar,4.0,1,0
2706,39.0,Masculino,10,4.09,Premium,0.0,1,0
2707,42.0,Masculino,35,0.4,Estándar,4.0,1,0
2708,,Femenino,27,0.24,Básico,7.0,1,1
2709,42.0,Femenino,43,3.12,Premium,8.0,1,0
2710,,Femenino,1,0.55,Estándar,9.0,1,0
2711,46.0,Femenino,55,1.83,Básico,5.0,1,0
2712,22.0,Femenino,28,2.07,Estándar,3.0,1,1
2713,59.0,Masculino,34,7.34,Básico,2.0,1,0
2714,39.0,Femenino,48,2.02,Básico,7.0,1,0
2715,58.0,Femenino,3,3.41,Básico,1.0,1,0
2716,30.0,Masculino,49,7.4,Básico,7.0,1,0
2717,29.0,Femenino,3,1.15,Estándar,6.0,1,1
2718,37.0,Masculino,11,8.17,Premium,1.0,1,0
2719,40.0,Femenino,4,8.91,Básico,1.0,0,0
2720,34.0,Masculino,30,22.48,Básico,1.0,1,1
2721,30.0,Femenino,39,2.94,Básico,0.0,1,0
2722,44.0,Femenino,54,2.32,Premium,6.0,1,0
2723,57.0,Femenino,32,6.05,Básico,7.0,1,1
2724,60.0,Masculino,16,0.3,Premium,6.0,1,0
2725,36.0,Masculino,17,0.2,Premium,3.0,1,0
2726,27.0,Femenino,11,2.04,Estándar,8.0,1,0
2727,37.0,Femenino,36,6.54,Básico,1.0,1,0
2728,61.0,Masculino,32,0.62,Básico,4.0,0,1
2729,52.0,Masculino,57,5.05,Básico,1.0,1,0
2730,,Femenino,35,1.57,Básico,2.0,1,0
2731,34.0,Masculino,54,5.27,Premium,1.0,1,1
2732,51.0,Masculino,27,3.05,Básico,7.0,1,0
2733,67.0,Masculino,48,0.61,Básico,9.0,1,0
2734,38.0,Masculino,34,1.42,Estándar,5.0,1,0
2735,16.0,Masculino,5,1.24,Premium,4.0,1,0
2736,28.0,Masculino,25,0.9,Básico,4.0,1,0
2737,41.0,Masculino,28,3.16,Estándar,8.0,0,0
2738,38.0,Masculino,18,15.47,Estándar,1.0,1,0
2739,56.0,Femenino,3,5.37,Estándar,0.0,1,0
2740,33.0,Masculino,28,9.04,Premium,5.0,0,0
2741,38.0,Masculino,2,19.84,Básico,7.0,0,0
2742,32.0,Masculino,34,3.89,Estándar,7.0,1,0
2743,49.0,Masculino,22,1.36,Estándar,5.0,1,1
2744,30.0,Femenino,22,13.14,Premium,2.0,1,0
2745,37.0,Femenino,53,6.0,Básico,2.0,1,1
2746,22.0,Femenino,30,15.96,Básico,1.0,1,0
2747,34.0,Masculino,34,,Básico,1.0,1,0
2748,60.0,Femenino,48,7.46,Premium,1.0,1,0
2749,61.0,Femenino,1,11.07,Premium,6.0,1,1
2750,48.0,Femenino,29,7.12,Básico,9.0,1,0
2751,45.0,Masculino,19,4.14,Básico,8.0,1,0
2752,32.0,Masculino,19,3.19,Básico,9.0,0,0
2753,42.0,Femenino,41,8.67,Estándar,6.0,1,1
2754,42.0,Femenino,52,7.39,Premium,7.0,1,0
2755,40.0,Masculino,41,2.28,Premium,4.0,1,1
2756,50.0,Masculino,29,3.45,Estándar,1.0,1,1
2757,29.0,Femenino,43,5.04,Básico,7.0,1,0
2758,71.0,Masculino,33,0.14,Premium,4.0,0,0
2759,59.0,Femenino,51,1.42,Premium,8.0,1,0
2760,30.0,Masculino,17,1.44,Básico,5.0,0,1
2761,41.0,Femenino,38,10.74,Estándar,6.0,1,0
2762,33.0,Femenino,1,2.01,Básico,0.0,1,1
2763,48.0,Femenino,50,3.94,Estándar,7.0,1,0
2764,39.0,Femenino,41,8.91,Premium,6.0,1,0
2765,17.0,Femenino,59,1.5,Básico,6.0,1,0
2766,29.0,Femenino,33,0.66,Estándar,6.0,1,0
2767,56.0,Masculino,36,14.82,Estándar,6.0,1,0
2768,37.0,Masculino,22,6.1,Premium,0.0,1,0
2769,,Femenino,18,0.97,Básico,8.0,1,0
2770,48.0,Masculino,17,8.57,Estándar,6.0,0,0
2771,51.0,Masculino,32,7.74,Básico,6.0,1,1
2772,39.0,Masculino,20,9.09,Básico,0.0,1,0
2773,14.0,Femenino,51,1.62,Básico,5.0,1,0
2774,30.0,Femenino,55,2.98,Básico,9.0,1,0
2775,14.0,Masculino,23,5.92,Premium,7.0,1,0
2776,23.0,Masculino,28,2.48,Básico,4.0,1,1
2777,41.0,Femenino,46,0.36,Básico,0.0,1,0
2778,41.0,Femenino,26,0.73,Básico,4.0,1,0
2779,55.0,Masculino,59,4.55,Básico,1.0,1,0
2780,40.0,Masculino,7,2.35,Básico,1.0,0,0
2781,29.0,Masculino,41,0.03,Premium,,1,0
2782,54.0,Masculino,57,7.28,Estándar,3.0,1,0
2783,61.0,Masculino,20,2.7,Premium,9.0,1,0
2784,51.0,Masculino,41,1.88,Estándar,6.0,1,1
2785,39.0,Masculino,47,,Estándar,8.0,1,0
2786,36.0,Masculino,11,3.04,Premium,1.0,1,0
2787,26.0,Masculino,7,5.93,Premium,7.0,1,1
2788,31.0,Femenino,38,0.07,Básico,7.0,1,0
2789,35.0,Femenino,27,0.05,Premium,7.0,1,1
2790,24.0,Femenino,9,4.1,Estándar,8.0,1,0
2791,36.0,Masculino,4,20.15,Básico,8.0,1,0
2792,37.0,Masculino,49,1.59,Estándar,9.0,1,0
2793,55.0,Femenino,38,5.74,Básico,6.0,1,0
2794,21.0,Masculino,29,0.95,Básico,4.0,1,0
2795,42.0,Masculino,49,1.87,Premium,6.0,1,0
2796,24.0,Femenino,26,0.41,Básico,6.0,0,0
2797,17.0,Femenino,25,10.63,Básico,,1,0
2798,34.0,Femenino,14,1.86,Premium,9.0,1,0
2799,40.0,Masculino,37,1.31,Básico,6.0,1,1
2800,55.0,Femenino,50,6.56,Básico,7.0,1,0
2801,37.0,Femenino,28,1.11,Premium,1.0,1,0
2802,34.0,Masculino,8,1.37,Premium,3.0,1,1
2803,32.0,Femenino,42,0.55,Básico,8.0,1,0
2804,34.0,Masculino,11,16.47,Básico,3.0,1,0
2805,-2.0,Masculino,54,1.42,Premium,1.0,1,1
2806,30.0,Masculino,35,27.2,Básico,6.0,1,0
2807,50.0,Masculino,59,0.97,Estándar,5.0,1,0
2808,11.0,Masculino,31,0.1,Básico,3.0,1,1
2809,35.0,Femenino,34,11.3,Estándar,7.0,1,0
2810,,Femenino,58,4.34,Básico,5.0,1,0
2811,49.0,Masculino,59,2.16,Estándar,7.0,1,0
2812,41.0,Masculino,46,3.6,Básico,3.0,1,0
2813,45.0,Femenino,36,1.51,Básico,1.0,1,1
2814,31.0,Femenino,17,5.04,Básico,5.0,1,1
2815,19.0,Masculino,49,4.79,Básico,8.0,1,0
2816,34.0,Femenino,21,,Premium,8.0,1,0
2817,38.0,Masculino,26,12.08,Premium,8.0,1,0
2818,54.0,Masculino,41,3.09,Estándar,2.0,1,0
2819,23.0,Femenino,28,1.09,Estándar,2.0,1,1
2820,65.0,Masculino,53,1.84,Básico,9.0,1,0
2821,42.0,Masculino,22,10.06,Básico,2.0,1,1
2822,31.0,Femenino,58,2.42,Básico,,0,0
2823,30.0,Femenino,41,4.13,Estándar,4.0,1,0
2824,38.0,Femenino,3,14.75,Básico,4.0,0,1
2825,39.0,Masculino,28,5.27,Premium,7.0,1,1
2826,40.0,Femenino,36,5.63,Estándar,9.0,1,0
2827,48.0,Masculino,2,1.43,Premium,7.0,1,0
2828,32.0,Masculino,46,5.52,Básico,7.0,1,0
2829,41.0,Masculino,20,49.853536842105264,Estándar,8.0,1,0
2830,36.0,Masculino,40,12.1,Básico,9.0,1,0
2831,60.0,Femenino,50,0.69,Estándar,5.0,1,0
2832,18.0,Masculino,36,1.68,Premium,1.0,1,0
2833,66.0,Femenino,8,0.34,Básico,8.0,1,0
2834,29.0,Femenino,39,2.4,Básico,5.0,0,0
2835,27.0,Femenino,25,0.8,Básico,0.0,1,0
2836,36.0,Femenino,15,9.33,Premium,4.0,1,1
2837,43.0,Femenino,30,12.95,Básico,6.0,1,0
2838,36.0,Femenino,47,5.53,Premium,0.0,1,0
2839,47.0,Femenino,34,0.55,Básico,6.0,0,0
2840,35.0,Femenino,4,2.09,Premium,4.0,1,0
2841,32.0,Femenino,57,16.69,Básico,,1,0
2842,29.0,Masculino,22,0.73,Básico,1.0,1,0
2843,55.0,Femenino,25,,Estándar,3.0,1,1
2844,45.0,Masculino,9,2.18,Premium,8.0,1,0
2845,26.0,Masculino,23,35.43,Básico,1.0,1,1
2846,35.0,Masculino,39,1.68,Estándar,8.0,0,1
2847,24.0,Femenino,56,0.24,Básico,7.0,1,0
2848,73.0,Femenino,50,6.06,Premium,3.0,1,1
2849,42.0,Masculino,58,1.98,Básico,1.0,1,1
2850,16.0,Femenino,12,5.36,Básico,5.0,1,0
2851,24.0,Masculino,14,0.55,Básico,6.0,1,0
2852,25.0,Femenino,7,3.7,Básico,1.0,1,0
2853,44.0,Femenino,31,2.35,Básico,7.0,1,0
2854,20.0,Masculino,6,3.85,Básico,8.0,1,0
2855,,Femenino,23,9.6,Estándar,,1,0
2856,37.0,Femenino,54,18.01,Básico,5.0,0,0
2857,39.0,Masculino,59,6.99,Básico,5.0,1,1
2858,33.0,Masculino,19,7.28,Premium,9.0,1,0
2859,35.0,Femenino,21,3.76,Premium,1.0,1,0
2860,23.0,Femenino,19,0.51,Básico,0.0,1,0
2861,45.0,Masculino,54,5.5,Básico,4.0,1,0
2862,16.0,Masculino,47,0.8,Básico,5.0,1,0
2863,38.0,Masculino,19,1.41,Premium,0.0,1,1
2864,61.0,Masculino,44,6.15,Premium,7.0,0,0
2865,36.0,Femenino,34,5.35,Básico,4.0,1,0
2866,23.0,Masculino,43,1.89,Estándar,4.0,1,0
2867,39.0,Masculino,13,7.39,Básico,7.0,1,0
2868,36.0,Masculino,36,14.01,Básico,7.0,0,0
2869,42.0,Femenino,25,3.94,Estándar,8.0,1,0
2870,42.0,Masculino,33,49.853536842105264,Básico,3.0,1,0
2871,52.0,Femenino,56,1.59,Estándar,2.0,1,0
2872,34.0,Masculino,21,17.67,Estándar,9.0,0,0
2873,30.0,Femenino,34,1.6,Premium,1.0,1,0
2874,30.0,Masculino,46,10.92,Básico,0.0,1,1
2875,32.0,Femenino,25,13.15,Básico,9.0,1,0
2876,43.0,Femenino,18,49.853536842105264,Básico,4.0,1,1
2877,23.0,Masculino,43,8.35,Básico,5.0,1,0
2878,29.0,Masculino,11,3.06,Estándar,7.0,0,1
2879,41.0,Femenino,19,12.6,Premium,5.0,1,0
2880,54.0,Masculino,49,6.79,Básico,1.0,1,0
2881,29.0,Masculino,49,1.98,Premium,7.0,1,1
2882,44.0,Femenino,34,0.18,Estándar,4.0,1,0
2883,37.0,Masculino,2,3.89,Estándar,2.0,0,1
2884,46.0,Masculino,30,9.18,Premium,5.0,1,0
2885,41.0,Masculino,45,9.85,Estándar,5.0,1,0
2886,40.0,Masculino,38,49.853536842105264,Básico,2.0,1,0
2887,71.0,Femenino,15,1.21,Estándar,6.0,1,1
2888,75.0,Femenino,11,2.78,Premium,6.0,1,0
2889,37.0,Femenino,24,4.76,Básico,6.0,1,0
2890,29.0,Femenino,4,5.51,Básico,7.0,1,0
2891,43.0,Masculino,19,2.04,Básico,6.0,1,0
2892,47.0,Femenino,29,5.9,Básico,3.0,1,0
2893,56.0,Masculino,14,4.47,Premium,4.0,1,0
2894,13.0,Masculino,50,4.18,Básico,3.0,1,0
2895,35.0,Femenino,17,5.44,Premium,1.0,1,0
2896,34.0,Masculino,8,4.62,Premium,6.0,1,0
2897,30.0,Femenino,13,0.91,Premium,2.0,1,0
2898,22.0,Masculino,23,10.37,Básico,0.0,1,0
2899,37.0,Masculino,29,1.38,Estándar,0.0,1,0
2900,48.0,Femenino,47,6.82,Premium,8.0,1,1
2901,25.0,Masculino,11,0.97,Básico,2.0,1,1
2902,41.0,Masculino,16,5.41,Básico,6.0,1,0
2903,45.0,Femenino,50,11.3,Premium,8.0,1,0
2904,60.0,Femenino,44,0.05,Estándar,6.0,1,1
2905,48.0,Masculino,23,19.48,Estándar,7.0,0,0
2906,39.0,Femenino,12,0.15,Premium,5.0,1,0
2907,44.0,Masculino,38,,Estándar,2.0,1,0
2908,49.0,Femenino,24,9.74,Básico,0.0,1,0
2909,41.0,Femenino,31,6.17,Básico,9.0,0,0
2910,49.0,Masculino,38,0.56,Básico,7.0,0,0
2911,36.0,Femenino,36,13.86,Básico,5.0,0,1
2912,54.0,Masculino,56,,Básico,1.0,1,0
2913,34.0,Femenino,1,0.59,Básico,9.0,1,0
2914,32.0,Masculino,26,9.85,Premium,7.0,0,0
2915,34.0,Masculino,17,3.28,Básico,3.0,0,0
2916,28.0,Femenino,36,1.63,Estándar,9.0,1,0
2917,49.0,Femenino,17,8.72,Estándar,8.0,1,1
2918,21.0,Masculino,37,6.71,Estándar,8.0,0,0
2919,35.0,Femenino,27,4.88,Estándar,8.0,0,0
2920,44.0,Masculino,25,11.44,Básico,3.0,1,0
2921,40.0,Masculino,30,9.88,Premium,5.0,1,0
2922,39.0,Masculino,41,1.29,Básico,3.0,1,1
2923,38.0,Femenino,25,10.55,Estándar,9.0,1,0
2924,42.0,Femenino,38,2.34,Premium,9.0,1,1
2925,28.0,Masculino,32,2.83,Básico,4.0,1,0
2926,34.0,Femenino,12,17.94,Premium,6.0,1,0
2927,,Femenino,49,7.13,Estándar,6.0,1,0
2928,45.0,Femenino,58,1.94,Estándar,9.0,1,0
2929,51.0,Masculino,21,5.22,Básico,5.0,1,1
2930,38.0,Masculino,42,3.88,Premium,9.0,1,0
